team,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,targets,rec,rec_yd,rec_td,off_fum,def_pass_cmp,def_pass_att,def_pass_yd,def_pass_td,def_int,def_sacks,def_rush_att,def_rush_yd,def_rush_td,def_targets,def_rec,def_rec_yd,def_rec_td,def_fum,opps,games,next_op,next_game_location,next_game_week,ratio_pass_cmp,ratio_pass_att,ratio_pass_yd,ratio_pass_td,ratio_pass_int,ratio_sacks,ratio_rush_att,ratio_rush_yd,ratio_rush_td,ratio_targets,ratio_rec,ratio_rec_yd,ratio_rec_td,ratio_off_fum,ratio_def_pass_cmp,ratio_def_pass_att,ratio_def_pass_yd,ratio_def_pass_td,ratio_def_int,ratio_def_sacks,ratio_def_rush_att,ratio_def_rush_yd,ratio_def_rush_td,ratio_def_targets,ratio_def_rec,ratio_def_rec_yd,ratio_def_rec_td,ratio_def_fum,schedstr_ratio_pass_cmp,schedstr_ratio_pass_att,schedstr_ratio_pass_yd,schedstr_ratio_pass_td,schedstr_ratio_pass_int,schedstr_ratio_sacks,schedstr_ratio_rush_att,schedstr_ratio_rush_yd,schedstr_ratio_rush_td,schedstr_ratio_targets,schedstr_ratio_rec,schedstr_ratio_rec_yd,schedstr_ratio_rec_td,schedstr_ratio_off_fum,schedstr_ratio_def_pass_cmp,schedstr_ratio_def_pass_att,schedstr_ratio_def_pass_yd,schedstr_ratio_def_pass_td,schedstr_ratio_def_int,schedstr_ratio_def_sacks,schedstr_ratio_def_rush_att,schedstr_ratio_def_rush_yd,schedstr_ratio_def_rush_td,schedstr_ratio_def_targets,schedstr_ratio_def_rec,schedstr_ratio_def_rec_yd,schedstr_ratio_def_rec_td,schedstr_ratio_def_fum
ATL,0.6666666666666666,1.3333333333333333,5.875,0.041666666666666664,0.041666666666666664,0.16666666666666666,1.7530864197530864,46.55281690140845,0.38028169014084506,3.6666666666666665,9.0,32.708333333333336,0.16666666666666666,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Tampa Bay Buccaneers', 'Minnesota Vikings', 'Carolina Panthers', 'Washington Commanders', 'Buffalo Bills', 'San Francisco 49ers', 'Las Vegas Raiders', 'New York Giants', 'Washington Commanders']",9,ARI,AWAY,16.0,0.055882503454275624,0.07345126790879128,0.8400242840999256,0.8076379834854411,1.9327873114924596,0.14159751037344398,0.20658673061550759,10.303395616922396,10.425868822401865,48.67172619047619,149.5841252096143,65.21051249385366,64.35930735930735,6.805996533795495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05582625362103978,0.0,1.0331830864308402,1.030847637809569,0.741532434328368,0.0,0.0,1.0618394108190816,1.0207741688745429,1.6426381256116318,1.5654749115208133,1.8824677367359723,1.9340645065544004,1.265493796207869
Arizona Cardinals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6337543053960965,0.0,6.614236509758899,0.040183696900114814,0.012629161882893229,0.0,0.0,4.88031914893617,0.07180851063829788,0.08266360505166476,0.07118254879448908,0.4052812858783008,0.0,0.01202886928628709,[],0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053123665740689115,0.0,0.9457224321664355,0.7788931184015736,0.5858276122089661,0.0,0.0,1.0801464288364053,1.9687145914641824,1.0972855502706254,1.1830865879571486,0.8080081637592461,0.0,0.9096493629772114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Falcons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5883152173913044,0.0,5.638586956521739,0.052989130434782615,0.03125000000000001,0.0,0.0,5.44078947368421,0.03289473684210526,0.033967391304347824,0.03125000000000001,0.2649456521739131,0.0,0.011538461538461539,[],0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04931479075210873,0.0,0.8062212717425279,1.0271048268238763,1.4495904836193452,0.0,0.0,1.2041936481411797,0.9018478148032802,0.4508867915372672,0.5193893236444943,0.5282214041664967,0.0,0.8725636581789097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAL,0.6296296296296297,3.0,5.611111111111111,0.0,0.07407407407407407,0.05555555555555555,1.5555555555555556,50.214285714285715,0.32142857142857145,0.3333333333333333,22.5,2.8518518518518516,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Buffalo Bills', 'Cleveland Browns', 'Detroit Lions', 'Kansas City Chiefs', 'Houston Texans', 'Los Angeles Rams', 'New York Giants', 'Pittsburgh Steelers', 'Houston Texans']",9,NWE,HOME,16.0,0.05277791992903809,0.16526535279478038,0.8022926968708508,0.0,3.4360663315421505,0.04719917012448133,0.1833093525179856,11.113777549298144,8.812341504649197,4.4247023809523816,373.96031302403577,5.685729044050084,0.0,5.53333051528089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05347567413039302,0.0,0.9547776101402218,0.8088915989306582,1.1103584953562484,0.0,0.0,1.0440310156372345,1.2533935414877475,1.5594060329437782,1.5079302174990028,1.3412660798905083,0.3301909676925482,1.0511214542698497
BUF,0.6604477611940298,14.88888888888889,7.817164179104478,0.05970149253731343,0.018656716417910446,0.7222222222222222,1.3271604938271606,48.72558139534884,0.627906976744186,0.06716417910447761,119.11111111111111,0.5335820895522388,0.0037313432835820895,0.020555767034640272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Baltimore Ravens', 'New York Jets', 'Miami Dolphins', 'New Orleans Saints', 'New England Patriots', 'Atlanta Falcons', 'Detroit Lions', 'New England Patriots', 'New York Jets']",9,CLE,AWAY,16.0,0.055361211444440964,0.8202058249815027,1.1177204669351184,1.1572126330537664,0.8654271543996087,0.6135892116182572,0.15639488409272584,10.784287078568678,17.214806660244943,0.8915445095948829,1979.681262033414,1.0638011164507355,1.440880015506881,1.55447199096966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055046291112480245,0.0,0.9902300612107501,1.0897007896645203,0.8417795995792002,0.0,0.0,1.0375309983657577,1.0524360419545629,0.8548849483010469,0.9292194977327033,0.9155889551937517,0.48449107773634814,1.1711401844810647
Baltimore Ravens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6427732079905992,0.0,6.386603995299647,0.0481786133960047,0.014101057579318448,0.0,0.0,4.063604240282686,0.0706713780918728,0.04465334900117509,0.04230317273795534,0.48648648648648646,0.0,0.017636684303350973,[],0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053879664023775725,0.0,0.9131748849329889,0.9338610760865736,0.6541042840303506,0.0,0.0,0.8993853628000148,1.9375387681992737,0.5927333389289913,0.7030981208442506,0.9699067446150723,0.0,1.3337245804028015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buffalo Bills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756756756756758,0.0,6.8869778869778875,0.05651105651105652,0.0171990171990172,0.0,0.0,6.9147286821705425,0.06718346253229973,0.29484029484029484,0.2334152334152334,2.16953316953317,0.004914004914004915,0.02015113350125945,[],0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05663767241987395,0.0,0.9847197734673391,1.095371417405316,0.7978090130976246,0.0,0.0,1.5304162011714493,1.8419134698204462,3.913741663741665,3.8794681667795143,4.325392199470248,1.8975717157535341,1.5238727195735788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAR,0.6185567010309279,19.4,6.309278350515464,0.05412371134020619,0.023195876288659795,1.95,0.6799999999999999,58.529411764705884,0.5147058823529412,0.04381443298969072,148.3529411764706,0.3118556701030928,0.002577319587628866,0.03237051792828685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Jacksonville Jaguars', 'Arizona Cardinals', 'Atlanta Falcons', 'New England Patriots', 'Miami Dolphins', 'Dallas Cowboys', 'New York Jets', 'Dallas Cowboys', 'Arizona Cardinals', 'Tampa Bay Buccaneers']",10,TAM,HOME,16.0,0.05184974547303924,1.0687159480729131,0.9021186433325806,1.0490967620532534,1.075984688872091,1.6566908713692945,0.08013237410071941,12.954139508135146,14.111265808098388,0.5815974779086893,2465.6938809061917,0.621745775435521,0.9952470210202168,2.4479292535231694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05481474655785527,0.0,1.0194316232701066,1.1069440918832278,0.8638713866151037,0.0,0.0,1.0514930936595868,1.185334434855436,1.0629909769757482,1.117322983696861,1.2084166743783147,0.601776236714892,1.1173644188195522
CHI,0.6091549295774648,15.777777777777779,7.035211267605634,0.04225352112676056,0.014084507042253521,1.2222222222222223,1.08641975308642,38.403409090909086,0.2556818181818182,0.10915492957746478,109.93548387096774,0.8345070422535211,0.0035211267605633804,0.02964860907759883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Minnesota Vikings', 'Detroit Lions', 'Dallas Cowboys', 'Las Vegas Raiders', 'Washington Commanders', 'New Orleans Saints', 'Minnesota Vikings', 'Detroit Lions', 'Seattle Seahawks']",9,GNB,HOME,16.0,0.05106165368445255,0.8691733369206969,1.0059146057127069,0.8190131663514333,0.6533365559974512,1.0383817427385893,0.12802557953637092,8.49971158007796,7.009817105970951,1.4489342303822939,1827.178131592708,1.6637543512381787,1.359703676605085,2.2420925623777253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05541017536415729,0.0,1.0550032683282715,1.0042895389565623,1.0282256440222879,0.0,0.0,0.974892308016497,0.9384141028588151,1.3214318676075516,1.3188466378113093,1.3173165992687745,0.7045022814293351,1.4103195570638514
CIN,0.6481481481481481,10.8,6.101851851851852,0.05092592592592592,0.037037037037037035,0.6,1.145,35.50218340611354,0.2183406113537118,0.2222222222222222,92.25,0.9259259259259259,0.009259259259259259,0.012557555462536625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Cleveland Browns', 'Jacksonville Jaguars', 'Minnesota Vikings', 'Denver Broncos', 'Detroit Lions', 'Green Bay Packers', 'Pittsburgh Steelers', 'Tennessee Titans', 'Cleveland Browns', 'Denver Broncos']",10,MIA,AWAY,16.0,0.05433021169165685,0.5949552700612094,0.872460209963516,0.9871130909266502,1.7180331657710752,0.5097510373443983,0.13492877697841726,7.857591983583237,5.9860640982575815,2.9498015873015877,1533.2372833985467,1.8460159233928846,3.575517075517075,0.9496297661218773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05304733614675289,0.0,0.9851964376419129,0.9671304474663419,1.1686925574513296,0.0,0.0,0.8608090770362613,0.7256548840729746,1.4163662657941742,1.3498479468275462,1.1447824034029783,1.0418187095866203,0.7801634897881057
