event_id,sport_key,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,market_key,outcome_name,price,point,description
6439b16f4a038f1c351dc3f1aef27471,americanfootball_nfl,2025-10-24T00:15:00Z,Los Angeles Chargers,Minnesota Vikings,draftkings,DraftKings,h2h,Los Angeles Chargers,-180,,
6439b16f4a038f1c351dc3f1aef27471,americanfootball_nfl,2025-10-24T00:15:00Z,Los Angeles Chargers,Minnesota Vikings,draftkings,DraftKings,h2h,Minnesota Vikings,150,,
6439b16f4a038f1c351dc3f1aef27471,americanfootball_nfl,2025-10-24T00:15:00Z,Los Angeles Chargers,Minnesota Vikings,draftkings,DraftKings,spreads,Los Angeles Chargers,-105,-3.5,
6439b16f4a038f1c351dc3f1aef27471,americanfootball_nfl,2025-10-24T00:15:00Z,Los Angeles Chargers,Minnesota Vikings,draftkings,DraftKings,spreads,Minnesota Vikings,-115,3.5,
6439b16f4a038f1c351dc3f1aef27471,americanfootball_nfl,2025-10-24T00:15:00Z,Los Angeles Chargers,Minnesota Vikings,draftkings,DraftKings,totals,Over,-112,44.5,
6439b16f4a038f1c351dc3f1aef27471,americanfootball_nfl,2025-10-24T00:15:00Z,Los Angeles Chargers,Minnesota Vikings,draftkings,DraftKings,totals,Under,-108,44.5,
ac02b1b59aa0623845378a02bc530c68,americanfootball_nfl,2025-10-26T17:00:00Z,Atlanta Falcons,Miami Dolphins,draftkings,DraftKings,h2h,Atlanta Falcons,-440,,
ac02b1b59aa0623845378a02bc530c68,americanfootball_nfl,2025-10-26T17:00:00Z,Atlanta Falcons,Miami Dolphins,draftkings,DraftKings,h2h,Miami Dolphins,340,,
ac02b1b59aa0623845378a02bc530c68,americanfootball_nfl,2025-10-26T17:00:00Z,Atlanta Falcons,Miami Dolphins,draftkings,DraftKings,spreads,Atlanta Falcons,-115,-7.5,
ac02b1b59aa0623845378a02bc530c68,americanfootball_nfl,2025-10-26T17:00:00Z,Atlanta Falcons,Miami Dolphins,draftkings,DraftKings,spreads,Miami Dolphins,-105,7.5,
ac02b1b59aa0623845378a02bc530c68,americanfootball_nfl,2025-10-26T17:00:00Z,Atlanta Falcons,Miami Dolphins,draftkings,DraftKings,totals,Over,-115,44.5,
ac02b1b59aa0623845378a02bc530c68,americanfootball_nfl,2025-10-26T17:00:00Z,Atlanta Falcons,Miami Dolphins,draftkings,DraftKings,totals,Under,-105,44.5,
a061e80d1f50eab193b34d19f8e59f62,americanfootball_nfl,2025-10-26T17:00:00Z,Baltimore Ravens,Chicago Bears,draftkings,DraftKings,h2h,Baltimore Ravens,-290,,
a061e80d1f50eab193b34d19f8e59f62,americanfootball_nfl,2025-10-26T17:00:00Z,Baltimore Ravens,Chicago Bears,draftkings,DraftKings,h2h,Chicago Bears,235,,
a061e80d1f50eab193b34d19f8e59f62,americanfootball_nfl,2025-10-26T17:00:00Z,Baltimore Ravens,Chicago Bears,draftkings,DraftKings,spreads,Baltimore Ravens,-115,-6.0,
a061e80d1f50eab193b34d19f8e59f62,americanfootball_nfl,2025-10-26T17:00:00Z,Baltimore Ravens,Chicago Bears,draftkings,DraftKings,spreads,Chicago Bears,-105,6.0,
a061e80d1f50eab193b34d19f8e59f62,americanfootball_nfl,2025-10-26T17:00:00Z,Baltimore Ravens,Chicago Bears,draftkings,DraftKings,totals,Over,-112,49.5,
a061e80d1f50eab193b34d19f8e59f62,americanfootball_nfl,2025-10-26T17:00:00Z,Baltimore Ravens,Chicago Bears,draftkings,DraftKings,totals,Under,-108,49.5,
53d4369464c66630f03a5d128cd39b08,americanfootball_nfl,2025-10-26T17:00:00Z,Carolina Panthers,Buffalo Bills,draftkings,DraftKings,h2h,Buffalo Bills,-380,,
53d4369464c66630f03a5d128cd39b08,americanfootball_nfl,2025-10-26T17:00:00Z,Carolina Panthers,Buffalo Bills,draftkings,DraftKings,h2h,Carolina Panthers,300,,
53d4369464c66630f03a5d128cd39b08,americanfootball_nfl,2025-10-26T17:00:00Z,Carolina Panthers,Buffalo Bills,draftkings,DraftKings,spreads,Buffalo Bills,-120,-7.0,
53d4369464c66630f03a5d128cd39b08,americanfootball_nfl,2025-10-26T17:00:00Z,Carolina Panthers,Buffalo Bills,draftkings,DraftKings,spreads,Carolina Panthers,100,7.0,
53d4369464c66630f03a5d128cd39b08,americanfootball_nfl,2025-10-26T17:00:00Z,Carolina Panthers,Buffalo Bills,draftkings,DraftKings,totals,Over,-108,46.5,
53d4369464c66630f03a5d128cd39b08,americanfootball_nfl,2025-10-26T17:00:00Z,Carolina Panthers,Buffalo Bills,draftkings,DraftKings,totals,Under,-112,46.5,
9c1f73e48ca9750f6e7d5d64874057c2,americanfootball_nfl,2025-10-26T17:00:00Z,Cincinnati Bengals,New York Jets,draftkings,DraftKings,h2h,Cincinnati Bengals,-290,,
9c1f73e48ca9750f6e7d5d64874057c2,americanfootball_nfl,2025-10-26T17:00:00Z,Cincinnati Bengals,New York Jets,draftkings,DraftKings,h2h,New York Jets,235,,
9c1f73e48ca9750f6e7d5d64874057c2,americanfootball_nfl,2025-10-26T17:00:00Z,Cincinnati Bengals,New York Jets,draftkings,DraftKings,spreads,Cincinnati Bengals,-110,-6.5,
9c1f73e48ca9750f6e7d5d64874057c2,americanfootball_nfl,2025-10-26T17:00:00Z,Cincinnati Bengals,New York Jets,draftkings,DraftKings,spreads,New York Jets,-110,6.5,
9c1f73e48ca9750f6e7d5d64874057c2,americanfootball_nfl,2025-10-26T17:00:00Z,Cincinnati Bengals,New York Jets,draftkings,DraftKings,totals,Over,-110,44.5,
9c1f73e48ca9750f6e7d5d64874057c2,americanfootball_nfl,2025-10-26T17:00:00Z,Cincinnati Bengals,New York Jets,draftkings,DraftKings,totals,Under,-110,44.5,
3536a3e857050d2dd6e2019ceb668f67,americanfootball_nfl,2025-10-26T17:00:00Z,New England Patriots,Cleveland Browns,draftkings,DraftKings,h2h,Cleveland Browns,295,,
3536a3e857050d2dd6e2019ceb668f67,americanfootball_nfl,2025-10-26T17:00:00Z,New England Patriots,Cleveland Browns,draftkings,DraftKings,h2h,New England Patriots,-375,,
3536a3e857050d2dd6e2019ceb668f67,americanfootball_nfl,2025-10-26T17:00:00Z,New England Patriots,Cleveland Browns,draftkings,DraftKings,spreads,Cleveland Browns,-115,7.0,
3536a3e857050d2dd6e2019ceb668f67,americanfootball_nfl,2025-10-26T17:00:00Z,New England Patriots,Cleveland Browns,draftkings,DraftKings,spreads,New England Patriots,-105,-7.0,
3536a3e857050d2dd6e2019ceb668f67,americanfootball_nfl,2025-10-26T17:00:00Z,New England Patriots,Cleveland Browns,draftkings,DraftKings,totals,Over,-115,40.5,
3536a3e857050d2dd6e2019ceb668f67,americanfootball_nfl,2025-10-26T17:00:00Z,New England Patriots,Cleveland Browns,draftkings,DraftKings,totals,Under,-105,40.5,
abc4104a9ac597ce37d703613256fd6c,americanfootball_nfl,2025-10-26T17:00:00Z,Houston Texans,San Francisco 49ers,draftkings,DraftKings,h2h,Houston Texans,-115,,
abc4104a9ac597ce37d703613256fd6c,americanfootball_nfl,2025-10-26T17:00:00Z,Houston Texans,San Francisco 49ers,draftkings,DraftKings,h2h,San Francisco 49ers,-105,,
abc4104a9ac597ce37d703613256fd6c,americanfootball_nfl,2025-10-26T17:00:00Z,Houston Texans,San Francisco 49ers,draftkings,DraftKings,spreads,Houston Texans,-102,-1.5,
abc4104a9ac597ce37d703613256fd6c,americanfootball_nfl,2025-10-26T17:00:00Z,Houston Texans,San Francisco 49ers,draftkings,DraftKings,spreads,San Francisco 49ers,-118,1.5,
abc4104a9ac597ce37d703613256fd6c,americanfootball_nfl,2025-10-26T17:00:00Z,Houston Texans,San Francisco 49ers,draftkings,DraftKings,totals,Over,-110,41.5,
abc4104a9ac597ce37d703613256fd6c,americanfootball_nfl,2025-10-26T17:00:00Z,Houston Texans,San Francisco 49ers,draftkings,DraftKings,totals,Under,-110,41.5,
a8ebe01e05675c109b53a97f653f8653,americanfootball_nfl,2025-10-26T17:00:00Z,Philadelphia Eagles,New York Giants,draftkings,DraftKings,h2h,New York Giants,330,,
a8ebe01e05675c109b53a97f653f8653,americanfootball_nfl,2025-10-26T17:00:00Z,Philadelphia Eagles,New York Giants,draftkings,DraftKings,h2h,Philadelphia Eagles,-425,,
a8ebe01e05675c109b53a97f653f8653,americanfootball_nfl,2025-10-26T17:00:00Z,Philadelphia Eagles,New York Giants,draftkings,DraftKings,spreads,New York Giants,-120,7.5,
a8ebe01e05675c109b53a97f653f8653,americanfootball_nfl,2025-10-26T17:00:00Z,Philadelphia Eagles,New York Giants,draftkings,DraftKings,spreads,Philadelphia Eagles,100,-7.5,
a8ebe01e05675c109b53a97f653f8653,americanfootball_nfl,2025-10-26T17:00:00Z,Philadelphia Eagles,New York Giants,draftkings,DraftKings,totals,Over,-118,43.5,
a8ebe01e05675c109b53a97f653f8653,americanfootball_nfl,2025-10-26T17:00:00Z,Philadelphia Eagles,New York Giants,draftkings,DraftKings,totals,Under,-102,43.5,
a8dd9bb0681692540d067bd0e9e66989,americanfootball_nfl,2025-10-26T20:05:00Z,New Orleans Saints,Tampa Bay Buccaneers,draftkings,DraftKings,h2h,New Orleans Saints,185,,
a8dd9bb0681692540d067bd0e9e66989,americanfootball_nfl,2025-10-26T20:05:00Z,New Orleans Saints,Tampa Bay Buccaneers,draftkings,DraftKings,h2h,Tampa Bay Buccaneers,-225,,
a8dd9bb0681692540d067bd0e9e66989,americanfootball_nfl,2025-10-26T20:05:00Z,New Orleans Saints,Tampa Bay Buccaneers,draftkings,DraftKings,spreads,New Orleans Saints,-112,4.5,
a8dd9bb0681692540d067bd0e9e66989,americanfootball_nfl,2025-10-26T20:05:00Z,New Orleans Saints,Tampa Bay Buccaneers,draftkings,DraftKings,spreads,Tampa Bay Buccaneers,-108,-4.5,
a8dd9bb0681692540d067bd0e9e66989,americanfootball_nfl,2025-10-26T20:05:00Z,New Orleans Saints,Tampa Bay Buccaneers,draftkings,DraftKings,totals,Over,-110,46.5,
a8dd9bb0681692540d067bd0e9e66989,americanfootball_nfl,2025-10-26T20:05:00Z,New Orleans Saints,Tampa Bay Buccaneers,draftkings,DraftKings,totals,Under,-110,46.5,
40c2ebd9ddd5ce8ff5b1ada730bb1785,americanfootball_nfl,2025-10-26T20:25:00Z,Denver Broncos,Dallas Cowboys,draftkings,DraftKings,h2h,Dallas Cowboys,150,,
40c2ebd9ddd5ce8ff5b1ada730bb1785,americanfootball_nfl,2025-10-26T20:25:00Z,Denver Broncos,Dallas Cowboys,draftkings,DraftKings,h2h,Denver Broncos,-180,,
40c2ebd9ddd5ce8ff5b1ada730bb1785,americanfootball_nfl,2025-10-26T20:25:00Z,Denver Broncos,Dallas Cowboys,draftkings,DraftKings,spreads,Dallas Cowboys,-115,3.5,
40c2ebd9ddd5ce8ff5b1ada730bb1785,americanfootball_nfl,2025-10-26T20:25:00Z,Denver Broncos,Dallas Cowboys,draftkings,DraftKings,spreads,Denver Broncos,-105,-3.5,
40c2ebd9ddd5ce8ff5b1ada730bb1785,americanfootball_nfl,2025-10-26T20:25:00Z,Denver Broncos,Dallas Cowboys,draftkings,DraftKings,totals,Over,-105,50.5,
40c2ebd9ddd5ce8ff5b1ada730bb1785,americanfootball_nfl,2025-10-26T20:25:00Z,Denver Broncos,Dallas Cowboys,draftkings,DraftKings,totals,Under,-115,50.5,
88187a33b007c088d75c6cd14c83086c,americanfootball_nfl,2025-10-26T20:25:00Z,Indianapolis Colts,Tennessee Titans,draftkings,DraftKings,h2h,Indianapolis Colts,-1350,,
88187a33b007c088d75c6cd14c83086c,americanfootball_nfl,2025-10-26T20:25:00Z,Indianapolis Colts,Tennessee Titans,draftkings,DraftKings,h2h,Tennessee Titans,800,,
88187a33b007c088d75c6cd14c83086c,americanfootball_nfl,2025-10-26T20:25:00Z,Indianapolis Colts,Tennessee Titans,draftkings,DraftKings,spreads,Indianapolis Colts,-110,-14.0,
88187a33b007c088d75c6cd14c83086c,americanfootball_nfl,2025-10-26T20:25:00Z,Indianapolis Colts,Tennessee Titans,draftkings,DraftKings,spreads,Tennessee Titans,-110,14.0,
88187a33b007c088d75c6cd14c83086c,americanfootball_nfl,2025-10-26T20:25:00Z,Indianapolis Colts,Tennessee Titans,draftkings,DraftKings,totals,Over,-105,47.5,
88187a33b007c088d75c6cd14c83086c,americanfootball_nfl,2025-10-26T20:25:00Z,Indianapolis Colts,Tennessee Titans,draftkings,DraftKings,totals,Under,-115,47.5,
fb900eef07307ebf5c1930341ecd852a,americanfootball_nfl,2025-10-27T00:20:00Z,Pittsburgh Steelers,Green Bay Packers,draftkings,DraftKings,h2h,Green Bay Packers,-170,,
fb900eef07307ebf5c1930341ecd852a,americanfootball_nfl,2025-10-27T00:20:00Z,Pittsburgh Steelers,Green Bay Packers,draftkings,DraftKings,h2h,Pittsburgh Steelers,142,,
fb900eef07307ebf5c1930341ecd852a,americanfootball_nfl,2025-10-27T00:20:00Z,Pittsburgh Steelers,Green Bay Packers,draftkings,DraftKings,spreads,Green Bay Packers,-112,-3.0,
fb900eef07307ebf5c1930341ecd852a,americanfootball_nfl,2025-10-27T00:20:00Z,Pittsburgh Steelers,Green Bay Packers,draftkings,DraftKings,spreads,Pittsburgh Steelers,-108,3.0,
fb900eef07307ebf5c1930341ecd852a,americanfootball_nfl,2025-10-27T00:20:00Z,Pittsburgh Steelers,Green Bay Packers,draftkings,DraftKings,totals,Over,-110,45.5,
fb900eef07307ebf5c1930341ecd852a,americanfootball_nfl,2025-10-27T00:20:00Z,Pittsburgh Steelers,Green Bay Packers,draftkings,DraftKings,totals,Under,-110,45.5,
7e3361e84d5223a8d210a887b249f247,americanfootball_nfl,2025-10-28T00:15:00Z,Kansas City Chiefs,Washington Commanders,draftkings,DraftKings,h2h,Kansas City Chiefs,-750,,
7e3361e84d5223a8d210a887b249f247,americanfootball_nfl,2025-10-28T00:15:00Z,Kansas City Chiefs,Washington Commanders,draftkings,DraftKings,h2h,Washington Commanders,525,,
7e3361e84d5223a8d210a887b249f247,americanfootball_nfl,2025-10-28T00:15:00Z,Kansas City Chiefs,Washington Commanders,draftkings,DraftKings,spreads,Kansas City Chiefs,-108,-12.5,
7e3361e84d5223a8d210a887b249f247,americanfootball_nfl,2025-10-28T00:15:00Z,Kansas City Chiefs,Washington Commanders,draftkings,DraftKings,spreads,Washington Commanders,-112,12.5,
7e3361e84d5223a8d210a887b249f247,americanfootball_nfl,2025-10-28T00:15:00Z,Kansas City Chiefs,Washington Commanders,draftkings,DraftKings,totals,Over,-118,46.5,
7e3361e84d5223a8d210a887b249f247,americanfootball_nfl,2025-10-28T00:15:00Z,Kansas City Chiefs,Washington Commanders,draftkings,DraftKings,totals,Under,-102,46.5,
