event_id,sport_key,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,market_key,outcome_name,price,point,description
e10fe83ee6178a598e7fa84ea0913366,americanfootball_nfl,2025-10-10T00:15:00Z,New York Giants,Philadelphia Eagles,draftkings,DraftKings,h2h,New York Giants,310,,
e10fe83ee6178a598e7fa84ea0913366,americanfootball_nfl,2025-10-10T00:15:00Z,New York Giants,Philadelphia Eagles,draftkings,DraftKings,h2h,Philadelphia Eagles,-395,,
e10fe83ee6178a598e7fa84ea0913366,americanfootball_nfl,2025-10-10T00:15:00Z,New York Giants,Philadelphia Eagles,draftkings,DraftKings,spreads,New York Giants,100,7.0,
e10fe83ee6178a598e7fa84ea0913366,americanfootball_nfl,2025-10-10T00:15:00Z,New York Giants,Philadelphia Eagles,draftkings,DraftKings,spreads,Philadelphia Eagles,-120,-7.0,
e10fe83ee6178a598e7fa84ea0913366,americanfootball_nfl,2025-10-10T00:15:00Z,New York Giants,Philadelphia Eagles,draftkings,DraftKings,totals,Over,-115,40.5,
e10fe83ee6178a598e7fa84ea0913366,americanfootball_nfl,2025-10-10T00:15:00Z,New York Giants,Philadelphia Eagles,draftkings,DraftKings,totals,Under,-105,40.5,
e34812ee7fbf13bd75e4298bccfbdd10,americanfootball_nfl,2025-10-12T13:30:00Z,New York Jets,Denver Broncos,draftkings,DraftKings,h2h,Denver Broncos,-395,,
e34812ee7fbf13bd75e4298bccfbdd10,americanfootball_nfl,2025-10-12T13:30:00Z,New York Jets,Denver Broncos,draftkings,DraftKings,h2h,New York Jets,310,,
e34812ee7fbf13bd75e4298bccfbdd10,americanfootball_nfl,2025-10-12T13:30:00Z,New York Jets,Denver Broncos,draftkings,DraftKings,spreads,Denver Broncos,-105,-7.5,
e34812ee7fbf13bd75e4298bccfbdd10,americanfootball_nfl,2025-10-12T13:30:00Z,New York Jets,Denver Broncos,draftkings,DraftKings,spreads,New York Jets,-115,7.5,
e34812ee7fbf13bd75e4298bccfbdd10,americanfootball_nfl,2025-10-12T13:30:00Z,New York Jets,Denver Broncos,draftkings,DraftKings,totals,Over,-115,43.5,
e34812ee7fbf13bd75e4298bccfbdd10,americanfootball_nfl,2025-10-12T13:30:00Z,New York Jets,Denver Broncos,draftkings,DraftKings,totals,Under,-105,43.5,
e5dd1fed586cfc0ec2d7c06f2a02c37a,americanfootball_nfl,2025-10-12T17:00:00Z,Jacksonville Jaguars,Seattle Seahawks,draftkings,DraftKings,h2h,Jacksonville Jaguars,-112,,
e5dd1fed586cfc0ec2d7c06f2a02c37a,americanfootball_nfl,2025-10-12T17:00:00Z,Jacksonville Jaguars,Seattle Seahawks,draftkings,DraftKings,h2h,Seattle Seahawks,-108,,
e5dd1fed586cfc0ec2d7c06f2a02c37a,americanfootball_nfl,2025-10-12T17:00:00Z,Jacksonville Jaguars,Seattle Seahawks,draftkings,DraftKings,spreads,Jacksonville Jaguars,105,-1.5,
e5dd1fed586cfc0ec2d7c06f2a02c37a,americanfootball_nfl,2025-10-12T17:00:00Z,Jacksonville Jaguars,Seattle Seahawks,draftkings,DraftKings,spreads,Seattle Seahawks,-125,1.5,
e5dd1fed586cfc0ec2d7c06f2a02c37a,americanfootball_nfl,2025-10-12T17:00:00Z,Jacksonville Jaguars,Seattle Seahawks,draftkings,DraftKings,totals,Over,-110,47.5,
e5dd1fed586cfc0ec2d7c06f2a02c37a,americanfootball_nfl,2025-10-12T17:00:00Z,Jacksonville Jaguars,Seattle Seahawks,draftkings,DraftKings,totals,Under,-110,47.5,
f2c642e1f95555424b9a9a4f03733b42,americanfootball_nfl,2025-10-12T17:00:00Z,New Orleans Saints,New England Patriots,draftkings,DraftKings,h2h,New England Patriots,-192,,
f2c642e1f95555424b9a9a4f03733b42,americanfootball_nfl,2025-10-12T17:00:00Z,New Orleans Saints,New England Patriots,draftkings,DraftKings,h2h,New Orleans Saints,160,,
f2c642e1f95555424b9a9a4f03733b42,americanfootball_nfl,2025-10-12T17:00:00Z,New Orleans Saints,New England Patriots,draftkings,DraftKings,spreads,New England Patriots,-105,-3.5,
f2c642e1f95555424b9a9a4f03733b42,americanfootball_nfl,2025-10-12T17:00:00Z,New Orleans Saints,New England Patriots,draftkings,DraftKings,spreads,New Orleans Saints,-115,3.5,
f2c642e1f95555424b9a9a4f03733b42,americanfootball_nfl,2025-10-12T17:00:00Z,New Orleans Saints,New England Patriots,draftkings,DraftKings,totals,Over,-118,45.5,
f2c642e1f95555424b9a9a4f03733b42,americanfootball_nfl,2025-10-12T17:00:00Z,New Orleans Saints,New England Patriots,draftkings,DraftKings,totals,Under,-102,45.5,
dfa87b0532de1389297103c2e3195347,americanfootball_nfl,2025-10-12T17:01:00Z,Indianapolis Colts,Arizona Cardinals,draftkings,DraftKings,h2h,Arizona Cardinals,270,,
dfa87b0532de1389297103c2e3195347,americanfootball_nfl,2025-10-12T17:01:00Z,Indianapolis Colts,Arizona Cardinals,draftkings,DraftKings,h2h,Indianapolis Colts,-340,,
dfa87b0532de1389297103c2e3195347,americanfootball_nfl,2025-10-12T17:01:00Z,Indianapolis Colts,Arizona Cardinals,draftkings,DraftKings,spreads,Arizona Cardinals,-108,7.0,
dfa87b0532de1389297103c2e3195347,americanfootball_nfl,2025-10-12T17:01:00Z,Indianapolis Colts,Arizona Cardinals,draftkings,DraftKings,spreads,Indianapolis Colts,-112,-7.0,
dfa87b0532de1389297103c2e3195347,americanfootball_nfl,2025-10-12T17:01:00Z,Indianapolis Colts,Arizona Cardinals,draftkings,DraftKings,totals,Over,-115,46.5,
dfa87b0532de1389297103c2e3195347,americanfootball_nfl,2025-10-12T17:01:00Z,Indianapolis Colts,Arizona Cardinals,draftkings,DraftKings,totals,Under,-105,46.5,
b235bc78609644cb28492cc1d6ad69fd,americanfootball_nfl,2025-10-12T17:01:00Z,Baltimore Ravens,Los Angeles Rams,draftkings,DraftKings,h2h,Baltimore Ravens,300,,
b235bc78609644cb28492cc1d6ad69fd,americanfootball_nfl,2025-10-12T17:01:00Z,Baltimore Ravens,Los Angeles Rams,draftkings,DraftKings,h2h,Los Angeles Rams,-380,,
b235bc78609644cb28492cc1d6ad69fd,americanfootball_nfl,2025-10-12T17:01:00Z,Baltimore Ravens,Los Angeles Rams,draftkings,DraftKings,spreads,Baltimore Ravens,-115,7.5,
b235bc78609644cb28492cc1d6ad69fd,americanfootball_nfl,2025-10-12T17:01:00Z,Baltimore Ravens,Los Angeles Rams,draftkings,DraftKings,spreads,Los Angeles Rams,-105,-7.5,
