,team,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,targets,rec,rec_yd,rec_td,off_fum,def_pass_cmp,def_pass_att,def_pass_yd,def_pass_td,def_int,def_sacks,def_rush_att,def_rush_yd,def_rush_td,def_targets,def_rec,def_rec_yd,def_rec_td,def_fum,opps,games,next_op,next_game_location,next_game_week
49,PHI,20.13888888888889,30.193650793650793,205.34126984126982,1.8646825396825397,0.16666666666666666,3.0075396825396825,44.47380952380952,202.14126984126986,2.0761904761904764,27.89404761904762,20.13888888888889,205.34126984126982,1.8646825396825397,1.0206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['DAL', 'KAN', 'Los Angeles Rams', 'Tampa Bay Buccaneers', 'Los Angeles Rams', 'Baltimore Ravens', 'Carolina Panthers', 'Pittsburgh Steelers', 'Philadelphia Eagles', 'Dallas Cowboys']",10.0,NYG,AWAY,6.0
50,PIT,19.44076479076479,28.529653679653677,210.74855699855698,1.718037518037518,0.5746753246753247,2.4611111111111112,25.880447330447332,100.2984126984127,0.708008658008658,26.284776334776335,19.44076479076479,210.74855699855698,1.718037518037518,1.2014430014430015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['NYJ', 'Pittsburgh Steelers', 'NWE', 'Minnesota Vikings', 'Pittsburgh Steelers', 'Cincinnati Bengals', 'Cleveland Browns', 'Pittsburgh Steelers', 'Pittsburgh Steelers', 'Pittsburgh Steelers']",10.0,CLE,HOME,6.0
51,Philadelphia Eagles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681818181818182,8.212121212121213,49.121212121212125,0.6212121212121212,0.3484848484848485,0.7575757575757576,8.681818181818182,45.43939393939394,0.3333333333333333,7.43939393939394,4.681818181818182,49.121212121212125,0.6212121212121212,0.43939393939393945,,,,BYE,
52,Pittsburgh Steelers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.516666666666666,31.634848484848483,247.3409090909091,1.6037878787878788,0.8345959595959596,2.4202020202020202,30.138636363636362,126.3080808080808,0.8651515151515151,29.492424242424242,21.516666666666666,247.3409090909091,1.6037878787878788,1.2287878787878788,,,,BYE,
53,SEA,21.57395104895105,30.851495726495724,236.74201631701632,1.087179487179487,0.7095959595959596,2.775252525252525,27.565229215229216,110.63447940947941,0.916977466977467,29.00664335664336,21.57395104895105,236.74201631701632,1.087179487179487,1.2602564102564102,4.888888888888889,6.763888888888889,49.52777777777778,0.2222222222222222,0.2222222222222222,0.2361111111111111,7.25,23.72222222222222,0.125,6.527777777777778,4.888888888888889,49.52777777777777,0.2222222222222222,0.375,"['SEA', 'Pittsburgh Steelers', 'NOR', 'Arizona Cardinals', 'Arizona Cardinals', 'New York Jets', 'Arizona Cardinals', 'Seattle Seahawks', 'Seattle Seahawks', 'Chicago Bears']",10.0,JAX,AWAY,6.0
54,SFO,23.946969696969695,37.44444444444444,283.9962121212121,1.648989898989899,1.2234848484848484,2.2108585858585856,25.795454545454547,97.64267676767676,0.5833333333333333,35.55429292929293,23.946969696969695,283.9962121212121,1.648989898989899,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['SEA', 'NOR', 'Arizona Cardinals', 'San Francisco 49ers', 'San Francisco 49ers', 'San Francisco 49ers', 'Chicago Bears', 'San Francisco 49ers', 'San Francisco 49ers', 'San Francisco 49ers']",10.0,TAM,AWAY,6.0
55,San Francisco 49ers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.520707070707072,40.30909090909091,289.58838383838383,1.7906565656565656,0.8068181818181819,2.0492424242424243,35.58712121212121,157.58106060606062,1.296969696969697,38.153030303030306,25.52070707070707,289.58838383838383,1.7906565656565656,1.4636363636363636,,,,BYE,
56,Seattle Seahawks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.068181818181817,13.472222222222221,94.67171717171718,0.8055555555555556,0.3484848484848485,1.1363636363636365,9.1489898989899,36.744949494949495,0.20202020202020202,13.095959595959597,9.068181818181818,94.67171717171718,0.8055555555555556,0.3333333333333333,,,,BYE,
57,TAM,24.09166666666667,35.91666666666667,286.09722222222223,2.444444444444444,0.8083333333333333,2.5416666666666665,33.35,170.44444444444446,0.7805555555555556,35.13333333333333,24.09166666666667,286.09722222222223,2.444444444444444,1.577777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['ATL', 'HOU', 'NYJ', 'Tampa Bay Buccaneers', 'New York Giants', 'Carolina Panthers', 'Las Vegas Raiders', 'Los Angeles Chargers', 'Tampa Bay Buccaneers', 'Carolina Panthers']",10.0,SFO,HOME,6.0
58,TEN,19.471717171717174,32.98964646464646,208.8449494949495,1.1611111111111112,1.1027777777777779,3.665151515151515,24.80378787878788,99.27121212121212,0.6138888888888889,31.36186868686869,19.471717171717174,208.8449494949495,1.1611111111111112,1.115909090909091,15.494444444444444,25.477777777777778,159.8111111111111,0.8388888888888889,0.4777777777777778,2.1722222222222225,21.055555555555554,93.18333333333334,0.8166666666666665,23.894444444444446,15.494444444444444,159.8111111111111,0.8388888888888889,0.5888888888888889,"['TEN', 'TEN', 'TEN', 'TEN', 'Houston Texans', 'Tennessee Titans', 'Tennessee Titans', 'Tennessee Titans', 'Tennessee Titans', 'Tennessee Titans']",10.0,LVR,AWAY,6.0
59,Tampa Bay Buccaneers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.713636363636365,14.881818181818183,105.97045454545454,0.740909090909091,0.225,0.9409090909090909,10.568181818181818,38.018181818181816,0.2909090909090909,14.575,9.713636363636365,105.97045454545454,0.740909090909091,0.65,,,,BYE,
60,Tennessee Titans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.566414141414143,30.630555555555556,215.5030303030303,1.5787878787878789,1.4116161616161618,1.6406565656565657,30.516666666666666,139.86742424242425,1.321969696969697,29.807070707070707,20.566414141414143,215.5030303030303,1.5787878787878789,0.8616161616161616,,,,BYE,
61,WAS,18.87727272727273,28.310606060606062,190.83737373737375,2.0090909090909093,0.6656565656565656,2.8585858585858586,25.96212121212121,145.04393939393938,0.9747474747474747,26.663131313131313,18.87727272727273,190.83737373737375,2.0090909090909093,1.23989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['NYG', 'Washington Commanders', 'Las Vegas Raiders', 'Washington Commanders', 'Washington Commanders', 'Tennessee Titans', 'New Orleans Saints', 'Philadelphia Eagles', 'Atlanta Falcons']",9.0,CHI,HOME,6.0
62,Washington Commanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.672727272727274,19.37121212121212,149.50833333333333,1.1984848484848485,0.40681818181818186,1.371969696969697,16.331060606060607,70.06515151515151,0.4409090909090909,18.10757575757576,12.672727272727274,149.50833333333333,1.1984848484848485,0.8734848484848485,,,,BYE,
