player,team,included,reason,snap_pct_weighted,snap_pct_recent,trend,games_analyzed
Nick Westbrook-Ikhine,MIA,False,missing_snap_data_no_touches,0.0,0.0,0.0,9
Nico Collins,HOU,False,missing_snap_data_no_touches,0.0,0.0,0.0,9
Noah Brown,WAS,False,missing_snap_data_no_touches,0.0,0.0,0.0,4
Noah Fant,CIN,False,missing_snap_data_no_touches,0.0,0.0,0.0,8
Noah Gray,KAN,False,missing_snap_data_no_touches,0.0,0.0,0.0,10
Olamide Zaccheaus,CHI,False,snap_pct_too_low_0.5%,0.5416206915107492,0.46296296296296297,0.46296296296296297,9
Ollie Gordon,MIA,False,recent_snap_pct_too_low_9.4%,9.486835311756531,9.365394192296463,4.714231401598789,4
Omarion Hampton,LAC,True,included,22.136644671812373,20.883298392732357,-4.5404304208269615,4
Parker Washington,JAX,False,snap_pct_too_low_0.1%,0.08492934082235376,0.0,-0.5291005291005291,8
Pat Freiermuth,PIT,False,missing_snap_data_no_touches,0.0,0.0,0.0,9
Patrick Mahomes,KAN,True,included,65.40085480728027,62.41379310344828,-7.657891484365344,10
Payne Durham,TAM,False,missing_snap_data_no_touches,0.0,0.0,0.0,4
Puka Nacua,LAR,False,recent_snap_pct_too_low_1.0%,1.4335368372080137,1.0256410256410258,-1.9181046067838523,10
Quentin Johnston,LAC,False,snap_pct_too_low_0.0%,0.03357948643582905,0.0,0.0,10
RJ Harvey,DEN,False,recent_snap_pct_too_low_10.4%,11.062185273551757,10.369028448738595,1.7975998773100237,4
Rachaad White,TAM,False,declining_snap_pct_-9.9%,13.226174732684951,11.86868686868687,-9.90878738779755,10
Raheem Mostert,LVR,False,recent_snap_pct_too_low_11.3%,10.184823574162067,11.330082080801622,4.946535072254614,6
Rasheen Ali,BAL,False,recent_snap_pct_too_low_5.9%,4.156648631506734,5.863908404892011,3.780575071558678,4
Rashid Shaheed,NOR,False,recent_snap_pct_too_low_1.1%,1.2735122193497446,1.075268817204301,1.075268817204301,4
Rashod Bateman,BAL,False,missing_snap_data_no_touches,0.0,0.0,0.0,8
Ray Davis,BUF,False,recent_snap_pct_too_low_9.6%,9.443478061233927,9.581155608819644,2.416252610583313,8
Ray-Ray McCloud,ATL,False,recent_snap_pct_too_low_1.1%,1.1298172544262879,1.0875331564986739,0.16584487783099022,9
Rhamondre Stevenson,NWE,True,included,15.78920477557791,16.795615731785947,-3.9432025766882326,9
Ricky Pearsall,SFO,False,recent_snap_pct_too_low_1.7%,1.6565829105910175,1.7241379310344829,1.7241379310344829,9
Rico Dowdle,CAR,True,included,31.25672186380485,32.950432847264096,0.8962778519326307,10
Rome Odunze,CHI,False,missing_snap_data_no_touches,0.0,0.0,0.0,10
Romeo Doubs,GNB,False,missing_snap_data_no_touches,0.0,0.0,0.0,8
Roschon Johnson,CHI,False,recent_snap_pct_too_low_4.2%,4.781373255863268,4.151555358985699,0.0,3
Russell Wilson,NYG,True,included,59.96170562631551,64.3532851737186,9.110663307121335,10
Ryan Flournoy,DAL,False,snap_pct_too_low_0.2%,0.18740650163967024,0.0,-0.7575757575757576,5
Ryan Miller,TAM,False,missing_snap_data_no_touches,0.0,0.0,0.0,7
Sam Darnold,SEA,True,included,63.20897985983652,64.14476377630393,-1.0852142867737058,10
Sam LaPorta,DET,False,missing_snap_data_no_touches,0.0,0.0,0.0,10
Samaje Perine,CIN,False,snap_pct_too_low_1.8%,1.8450612088003824,1.5938697318007664,0.5271347940980868,9
Saquon Barkley,PHI,True,included,41.366450064444834,39.92630996545848,-0.5731159817286624,10
Savion Williams,GNB,False,recent_snap_pct_too_low_2.7%,2.127362281524067,2.7107227926900053,2.7107227926900053,4
Scott Miller,PIT,False,missing_snap_data_no_touches,0.0,0.0,0.0,3
