,name,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,tar,rec,rec_yd,rec_td,fum,g,team,snap_pct_weighted,snap_pct_recent,snap_pct_trend,pos,snap_adjustment_factor,projection_adjusted
57,Jayden Daniels,22.97080713609917,36.365717060688745,223.3254816608626,2.315040853104566,0.4905169625286817,3.827150977229752,10.05798254638512,60.729098851022094,0.06727088830045022,0.0,0.0,0.0,0.0,0.12032847967307424,7,WAS,69.6360566517782,70.68302068302067,2.764207256010522,QB,0.8,True
58,Joe Flacco,21.573545851213442,38.155421730193645,201.80051206231292,0.4735494572860697,1.5708773574699793,2.3606072626302694,1.5924777325015327,1.8816847571310082,0.0,0.0,0.0,0.0,0.0,0.6238866250766291,5,CLE,60.46342936319012,60.020514091390964,-6.894599780244647,QB,0.8,True
59,Jordan Love,21.834404906575163,31.647209202256246,251.2834472782502,1.9411812251940823,0.21610441483916937,1.9645007377043726,2.838559214182752,16.07637545002637,0.0,0.0,0.0,0.0,0.0,0.3087205926273848,10,GNB,50.47009572392307,48.44601075297203,0.34643737037978184,QB,0.8,True
60,Josh Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,19.739399387303912,68.60156436930079,1.1683810933264276,3.7221891240645224,2.845313475240152,36.66546999876018,0.0,0.3265488981310236,10,GNB,32.22836900606763,30.981670670432845,-7.937711833855321,RB,0.6,True
61,Justin Herbert,23.636597333838886,37.74345418654649,251.17765034113475,1.5692552672356965,0.9217529390988429,2.746009278880817,3.721605651714794,19.810388712330226,0.012457989467692578,0.0,0.0,0.0,0.0,0.3150041702425297,10,LAC,63.81271591961878,64.22726049844694,-3.3341452743409548,QB,0.8,True
62,Omarion Hampton,0.0,0.0,0.0,0.0,0.0,0.0,13.56691669956573,81.02013422818791,0.6711409395973155,4.5661271219897355,4.096328464271615,32.86577181208054,0.0,0.2763521515988946,4,LAC,22.136644671812373,20.883298392732357,-4.5404304208269615,RB,0.4,True
63,Patrick Mahomes,23.13585767032537,36.479762917045335,244.49133672487008,2.135646054399229,0.15127309038741854,1.5346935909234816,4.615443635518866,22.356751152873905,0.3090509236614961,0.0,0.0,0.0,0.0,0.46246394695702076,10,KAN,65.40085480728027,62.41379310344828,-7.657891484365344,QB,0.8,True
64,Kareem Hunt,0.0,0.0,0.0,0.0,0.0,0.0,10.07511885533658,31.719339603048667,0.342114899131889,1.368517873096385,1.126367125730617,9.644925400303721,0.0,0.15127309038741854,10,KAN,15.311848654789129,16.264201232716974,1.3469798638827033,RB,0.4,True
65,Kyler Murray,23.690619168251605,35.609752564961596,203.81845908662922,1.3912575657302795,1.0677497559172413,3.332248156267135,5.759340468491285,36.93153590291278,0.05188667000288456,0.0,0.0,0.0,0.0,0.06968379781387396,10,ARI,68.08156978265882,64.8489949258392,-5.852590281151279,QB,0.8,True
66,Matthew Stafford,22.462439810254928,33.828665292791904,269.0976408085714,1.9300537927695989,0.4192641752294725,1.7090969758827628,2.7903252768365396,1.9879291177531675,0.0,0.0,0.0,0.0,0.0,0.2696222431263041,10,LAR,55.89675893066696,54.02089268755935,-0.31756526725080647,QB,0.8,True
67,Kyren Williams,0.0,0.0,0.0,0.0,0.0,0.0,17.227036202688648,80.4216862376994,0.31300570144542145,2.813069637634515,2.182353466896768,13.6825155249867,0.21610441483916937,0.33363657156277,10,LAR,34.44628696528981,38.229819563152894,5.493388163199484,RB,0.6,True
68,Saquon Barkley,0.0,0.0,0.0,0.0,0.0,0.05188667000288456,20.723995070377978,73.63752534732288,0.7123712930381401,3.5666270158389235,3.1317260438022836,16.202934998523883,0.0,0.0177971278109894,10,PHI,41.366450064444834,39.92630996545848,-0.5731159817286624,RB,0.6,True
69,Travis Etienne,0.0,0.0,0.0,0.0,0.0,0.0,15.752070042949667,85.79645215005773,0.5314457530608361,2.4927982707480463,1.4249615055865688,9.442578435242448,0.1531814229410645,0.0,9,JAX,20.36065723017455,20.31313131313131,1.4533782821292611,RB,0.4,True
70,Tank Bigsby,0.0,0.0,0.0,0.0,0.0,0.0,9.469459432810753,31.252005154411343,0.2482345461160015,0.7416334315935496,0.30537847183263805,1.1380471037036282,0.0,0.2832206230853708,6,JAX,18.9926600521597,18.22222222222222,1.567816722569276,RB,0.4,True
