,name,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,tar,rec,rec_yd,rec_td,fum,g,team
0,Aaron Rodgers,18.450783026490996,28.624835170378773,192.25279812728613,1.8127694602584106,0.9958596587786144,2.0364078665326213,2.0881741381419037,3.894466842866779,0.0,0.0,0.0,0.0,0.0,0.08815063181862316,9,PIT
1,Alvin Kamara,0.0,0.0,0.0,0.0,0.0,0.0,16.729425597808437,58.67810591795106,0.1885756334649901,3.565286059439653,3.0523685721670355,19.207788496780672,0.06468144227849158,0.269393762092843,7,NO
2,Anthony Richardson,4.386042289544841,8.70556504115255,56.80070847972195,0.2802360365896378,0.46643784156780616,0.4135577562629089,5.702516259292481,20.332731174445165,0.35959848554362606,0.1058024916064369,0.1058024916064369,-0.1058024916064369,0.0,0.08709661109041883,6,IND
3,Ashton Jeanty,0.0,0.0,0.0,0.0,0.0,0.0,15.529680365296803,51.013698630136986,0.2237442922374429,1.726027397260274,1.4063926940639269,0.7671232876712327,0.0,0.0,3,LV
4,Baker Mayfield,22.027586948893997,32.81744524829366,244.03666688090183,2.242320093834813,0.25264824811361525,2.1584460433646413,3.3332255561346127,32.800945886533434,0.01802164122759329,0.0,0.0,0.0,0.0,0.7308171959127033,9,TB
5,Bijan Robinson,0.0,0.0,0.0,0.0,0.0,0.0,17.068682639307315,87.6762576583169,0.42941749038616567,5.1397265231426825,3.9629110790355484,36.77229120350797,0.15401409899187127,0.10780986929430988,9,ATL
6,Bo Nix,20.586014774388943,31.4008592455329,190.8973508865472,1.9101154071885285,0.8623726573403298,1.2565238031948078,6.045529854878345,24.71244427761706,0.0,0.0,0.0,0.0,0.0,0.34377417600662513,9,DEN
7,Breece Hall,0.0,0.0,0.0,0.0,0.0,0.0,11.504355063062244,43.990375412175325,0.0680260811058487,4.094343811918743,2.7880077171103808,23.843141704210215,0.013170762094600654,0.05375821263102308,8,NYJ
8,Brian Robinson Jr.,0.0,0.0,0.0,0.0,0.0,0.0,7.448612371075821,32.42361170855529,0.039310231682436476,1.226487951341267,0.9741280379700912,4.362506266194169,0.0,0.15383501940022493,9,SF
9,Brock Purdy,23.423727833111837,33.426779602862794,281.09627354408894,1.8662176123406717,1.427259671767811,1.8653558034906481,3.7543642364640495,15.140130343916866,0.25875575069795204,0.0,0.0,0.0,0.0,0.055587448065160236,7,SF
10,Bryce Young,21.047496713719216,34.390356162157744,197.76224919234394,1.3073319528435927,0.6670547658693695,2.297414768691784,2.964923329837389,17.52284321877298,0.4659604759229267,0.0,0.0,0.0,0.0,0.7095701166252391,9,CAR
11,Caleb Williams,19.685830470698225,31.009851446994276,236.3905818726739,2.2030075876881092,0.3219955781103624,2.6323553279725527,5.179394183052697,28.338725098864426,0.15127309038741857,0.0,0.0,0.0,0.0,0.34234613085576693,10,CHI
12,Cam Skattebo,0.0,0.0,0.0,0.0,0.0,0.0,8.529680365296803,41.109589041095894,0.776255707762557,5.059360730593608,3.8264840182648396,35.013698630136986,0.0,0.0,3,NYG
13,Cam Ward,19.26027397260274,34.16438356164383,180.99543378995435,0.776255707762557,0.4566210045662101,4.767123287671232,2.6484018264840183,8.036529680365298,0.0,0.0,0.0,0.0,0.0,0.54337899543379,3,TEN
14,Chase Brown,0.0,0.0,0.0,0.0,0.0,0.0,15.840402557374947,42.16897958864253,0.23272608456364693,3.9720676638615022,3.18439391875305,19.230039973696194,0.08980562112216012,0.31431448773851284,9,CIN
15,Christian McCaffrey,0.0,0.0,0.0,0.0,0.0,0.0,16.393034676488206,56.38385366706936,0.0,10.749197110975466,8.061686821355108,69.41804932284352,0.2953143006835627,0.024320402512784313,6,SF
16,Cooper Rush,11.833894805387262,19.184810037497233,127.26587186020113,0.8921988943659198,0.4825146980998013,0.779529269341792,2.740691458245968,-0.8618061929366214,0.0,0.0,0.0,0.0,0.0,0.31834982230081904,8,BAL
17,D'Andre Swift,0.0,0.0,0.0,0.0,0.0,0.0,13.295851268164165,46.80375712387008,0.228562404306862,3.6882942292801166,2.8915940274922796,24.68158645012131,0.0,0.2161044148391694,10,CHI
18,Dak Prescott,31.0,42.49315068493151,272.06392694063925,1.095890410958904,1.2328767123287672,1.872146118721461,1.1826484018264838,6.105022831050228,0.0,0.0,0.0,0.0,0.0,0.319634703196347,3,DAL
